kgz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,2574,9000,27000,53084,138279,263375,541652,1261757,2168329,3394016,4487123,5275477,6797852,6737487,7563444,7579439,0,0,6277108,7613528,8467966,8735246,8622565
khm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14100,23098,33556,61345,89117,130547,223458,380000,498388,861500,1062000,1721650,2583318,4237000,6268000,8150764,19105115,20264514,20451982,20850543,4810,10239,13757000,19915503,18572973,19417123,21418681
kir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,200,300,395,495,526,615,650,700,750,1000,9907,10595,18000,20000,30000,41000,0,0,13788,52000,46123,53338,54658
kna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,300,205,440,700,1200,2100,5000,22000,29000,51000,51000,64500,74500,75500,80000,76000,77000,65000,73009,NA,NA,77000,76583,76878,NA,NA
kor,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,7090,10255,20353,39718,80005,166108,271927,1641293,3180989,6878786,14018612,23442724,26816398,29045596,32342493,33591758,36586052,38342323,40197115,44369165,45606984,47944222,50767241,53624427,54680840,57290356,58935081,471784,960258,52506793,61295538,63658688,66355778,68892541
kos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562000,562000,562000,562000,562000,562000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kwt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200,14300,17500,22500,20735,43000,51000,117609,151063,210000,250000,300000,476000,877920,1227000,1420000,1774567,1382084,1179573,1426395,1499912,2618413,3979145,5100000,6410000,7600000,7664743,64311,85195,4934160,7659365,7138833,7099848,7327028
lao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1539,3790,4915,6453,12078,12681,29545,55160,112275,204191,657528,1009565,1478409,2022133,3234642,4003395,4300000,4612612,4618586,3727162,340,625,5480851,3958510,3711813,3662336,4362183
lbn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,198000,373900,505300,627000,743000,766754,775104,795460,884445,993557,1106431,1260000,1427000,2390317,2863664,3755169,3884757,4387275,4657651,0,0,3456650,4277043,4399085,4424185,4237962
lbr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,2000,5000,47250,94370,160000,280000,563000,854627,1085062,1571308,2379900,2550775,3225258,3652000,0,0,2020637,3117002,2660000,NA,NA
lby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,30000,40000,50000,70000,127000,500000,2000000,3927562,4500000,7379115,9534091,10900000,9587000,10235300,8497080,9747080,0,0,10000000,7660068,6020000,NA,NA
lca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1000,1400,1600,1900,2300,2500,2700,14313,99000,101000,105656,105600,147000,175045,189738,198212,216000,212063,188351,187741,NA,524,216530,176648,176694,184944,NA
lie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7500,9000,10000,11000,11402,25000,25500,27503,28755,32013,34000,35000,35500,36080,38427,40652,40950,NA,NA,36970,44298,46402,47272,48307
lka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1800,2644,51316,71029,114888,174202,256655,430202,667662,931403,1393403,2211158,3361775,5412496,7983489,11082454,16305417,17359312,19332844,20315150,22123000,23899642,14687,29182,18319447,25797199,28199083,30282984,NA
lso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,3500,9831,12000,21600,57000,137953,125950,196213,249786,357913,482455,593216,661000,987448,1544815,1790295,2138789,2140141,0,0,1232354,2282917,2380804,NA,NA
ltu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,14795,50973,165337,267615,332000,524000,1017999,1645568,2102207,3051160,4353447,4718215,4912077,5022638,4961499,4890979,4997265,4565976,4267592,4184053,1242,4512,4938000,4204692,4361329,4590441,4658823
lux,0,0,0,0,0,0,0,0,0,0,0,0,0,40,292,375,542,665,824,1139,1120,26838,45000,67208,130500,209190,303274,409064,473000,539000,470000,510000,713000,684500,707000,720000,727000,761314,788371,802400,806800,5082,12895,764973,764000,794000,798600,835900
lva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,15003,28500,77100,167460,274344,401272,656835,917196,1219550,1536712,1871602,2183696,2217008,2298610,2303600,2306100,2630873,2558000,2384000,2590000,3800,8364,2309000,2650273,2464122,2070180,2071814
mac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,2232,4847,10513,35881,44788,52845,82114,118101,141052,194475,276138,364031,432450,532758,636347,794323,932596,1037380,1122261,1613457,1722245,1856453,1896097,15135,21445,1353194,1969972,2047000,2181194,NA
mar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,105,700,904,1500,3217,29511,42942,74472,116645,369174,2342000,4771739,6198670,7359870,9336878,12392805,16004731,20029300,22815694,25310761,31982279,39016336,42423794,44114534,43079696,6725,13794,36553943,41513933,43916066,44737885,46666722
mco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3005,5400,7200,11474,13080,13927,14302,14874,15081,15750,17191,18307,20400,22000,23000,23414,33195,35464,33675,34020,1150,2559,31789,33297,32978,32689,33783
mda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,920,2200,7000,18000,139000,225000,338225,475942,787000,1089800,1358152,1882830,2423416,2136409,2550592,3584283,3696834,3738125,3713137,0,0,3217261,3788490,3746644,3636931,3613846
mdg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,2300,4100,12784,35752,63094,147500,163010,283666,333888,510269,1045888,2217612,4835239,6283799,7711721,8778600,8461120,9713883,10693765,0,300,8680772,7998253,8730499,10654710,NA
mdv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1290,1606,2926,7638,18894,41899,66466,113246,203620,271053,313539,435627,457770,494351,560547,625161,665818,739790,0,0,530449,812128,900120,857934,828042
mex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,8500,63926,160898,312647,688513,1021900,1740814,3349475,7731635,14077880,21757559,25928266,30097700,38451135,47128746,55395461,66559462,75303469,83193574,91383493,100727228,106747373,104948339,107688282,386132,569251,94583253,111730635,114329353,120173510,121366834
mhl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,365,466,345,443,447,489,552,598,644,660,NA,NA,NA,NA,NA,NA,NA,15500,15500,0,280,NA,NA,16000,NA,NA
mkd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,12362,30087,48733,115748,223275,365346,776000,985600,1131006,1263841,1794433,1967531,1943216,2153425,2235460,2237250,2224439,2083583,0,0,2213223,2050494,2008008,1969109,2055339
mli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,2842,4473,6387,10398,23997,45974,247223,406861,761986,1512948,2530891,3438568,4460543,7440383,14612835,19749371,23505559,22698915,0,0,10821930,20217697,22034110,21955565,NA
mlt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,3500,10791,12500,17691,22531,37541,114444,239416,276859,289992,306067,323980,346771,368530,385636,422083,455579,532228,556652,546229,524161,5300,7500,521748,585470,604759,615843,634768
mmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766,7260,8492,8516,11389,13397,22671,47982,66517,92452,128700,214214,247641,367388,502005,594000,3729617,6832380,29029342,40993717,643,1920,1243619,50586416,47946665,61143964,NA
mne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483766,543220,643681,900000,1158032,1294167,1170000,990869,993902,1013296,1007890,NA,NA,1159112,1040747,1044674,1134412,1150998
mng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,2000,9032,34562,154600,195000,216000,319000,428695,557207,774900,1194583,1763178,2249023,2510470,3375205,2877584,3027243,3068156,0,0,2942313,3367573,3886167,4222041,4418919
mnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1200,NA,NA,NA,2905,3000,13200,17137,18619,20474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,765,NA,NA,NA,NA,NA
moz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,6725,12243,51065,152652,254759,435757,708000,1503943,2339317,3079783,4405006,5970781,7224176,8804986,12401290,18482638,20134932,0,0,7855345,15025598,11875506,14074248,NA
mrt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15300,110463,247238,350954,522400,745615,1060122,1413967,2091992,2182249,2776050,4025478,3988195,3753330,3644483,0,0,3314767,3614172,4074157,4566502,4710800
mus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,2500,2912,11735,20843,42515,60448,102119,180000,272416,347532,462405,547745,656828,772395,928622,1033300,1086748,1190900,1485800,1533600,1652000,1762300,4037,5706,1294100,1814000,1839500,1918000,NA
mwi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,3700,7000,10500,22500,49000,55730,86047,135114,222135,421163,620163,1050852,1507684,2485646,3117364,4646894,5290044,5632514,6566707,0,0,3951572,7178384,7772503,7076906,8901027
mys,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10817,17411,27302,39419,86620,130000,200573,1005066,1520320,2000000,2200000,2990000,5121748,7385000,9053000,11124000,14611000,19545000,19463722,23347000,27713000,30144000,33858700,41324700,43005000,44928600,44104000,340022,571720,36661300,43464500,42338500,42413400,44601400
nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,6644,12500,19500,30000,82000,106600,150000,223671,286095,448857,608846,800270,1052000,1631576,1950072,2146833,2727913,2670983,2549817,0,0,2194495,2659951,2680196,2759293,2822943
ncl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,2060,5198,13040,25450,49948,67917,80000,97113,116443,134265,155000,176350,196474,209595,220811,231000,240500,243100,260277,0,0,227310,NA,NA,NA,NA
ner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1349,2192,2056,2126,57541,82365,172421,323853,483000,900000,1897628,2599000,3668625,5395540,7006300,8236400,8959000,0,0,4742879,7471802,8778884,NA,NA
nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,14000,15000,20000,25000,30000,266461,1569050,3149473,9147209,18587000,32322202,40395611,62988492,74518264,87297789,112777785,127246092,138960320,150830089,9049,12800,95167308,154342168,144920170,172730603,NA
nic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,5100,7560,18310,44229,90294,164509,237248,466706,738624,1119379,1830220,2502281,3108002,3344563,3962247,5851723,6808930,7067860,7264151,324,2183,4823534,7745512,8179876,7441527,5788432
nld,0,0,0,0,0,0,0,0,0,0,0,0,NA,4800,15300,24200,33000,56000,79000,115000,166000,539000,1016000,1717000,3351000,6745460,10755000,12200000,12100000,13200000,14800000,15834000,17296000,19285000,20627000,20149000,19179000,19717000,19467000,19562000,20809054,216000,321000,19829309,20890000,20532000,21108000,21762000
nld_curacao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201097,204024,204702,203502,192569,190489,NA,NA,206294,186644,187184,186390,NA
nor,0,0,0,0,0,0,0,0,0,1670,11059,23473,39050,63075,87061,120029,152193,167651,196828,234423,282918,981305,1261445,1676763,2072000,2664000,3224000,3593000,3790000,4060829,4524750,4754453,4868916,5037650,5211207,5354554,5599286,5797502,5692052,5737961,5714890,371403,588478,5725447,5729569,5719665,5720892,NA
npl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,10226,17286,21881,81867,116778,227316,1157102,3268895,4200000,5597880,9195562,16608622,21362289,23021340,27516055,0,0,13354477,32120305,36096396,39178451,NA
nru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,600,750,850,1000,1200,1500,NA,NA,NA,NA,NA,NA,NA,NA,6200,6800,NA,NA,9400,150,450,6700,9900,10000,NA,NA
nzl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,10000,28900,54100,72300,100200,365000,492800,566200,790000,1395000,1542000,2288000,2449000,2599000,3027000,3530000,3802290,4251207,4620000,4700000,4710000,4922000,4766000,5100000,5600000,143800,239200,4820000,6100000,6400000,6400000,NA
omn,0,0,0,0,0,0,0,0,0,0,0,0,0,52,747,1159,1711,2098,2730,3672,4721,8052,15000,53000,98000,121000,162000,323000,463000,594000,806280,1333225,1818024,2500000,3219349,3970563,4606133,5277591,5617426,6194169,6646655,5616,6751,4809248,6866260,6943910,6440889,6383458
pak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,8500,13500,40964,68038,135027,196096,265614,306493,742606,1698536,2404400,5022908,12771203,34506557,62856712,88019742,94342030,99185844,120151237,127737286,135762031,125899638,16000,24662,108894518,136489014,144525637,153986607,165405847
pan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,23474,85883,232888,410401,475141,525845,692406,1259948,1748740,2174451,3010635,3915246,6066683,6646348,6213564,6204636,6906090,5741929,0,0,6735429,5141768,5280195,5722370,5599005
per,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,5700,21550,73543,200972,421814,742642,1013314,1273857,1793284,2306943,2930343,4092558,5583356,9120000,15417247,20951834,24700361,29115149,29388077,29793297,31880043,34235810,36300,52200,32461415,36933161,38915386,42154771,NA
phl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34600,56044,493862,959024,1343620,1733652,2849980,6454359,12159163,15383001,22509560,32935875,34778995,42868911,57344815,68117167,75586646,83150138,101978345,102823569,111326045,117838074,102400,171903,94189795,120096895,115824982,134592608,167322432
plw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2458,3924,3924,6051,8346,10691,11667,12744,14512,17151,17945,19114,23743,NA,NA,15445,NA,NA,NA,NA
png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,3857,5558,7059,8560,10700,15000,17500,48311,75000,100000,300000,874000,1417546,1909078,2709000,3000000,3358900,3560000,0,0,2400000,3782000,4018000,NA,NA
pol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,75000,216900,812200,1928042,3956500,6747000,10004661,13898471,17401222,23096065,29166391,36745454,41388774,43926365,44806632,46952111,54086209,56972803,56905306,54537230,15699,38942,50160222,53001776,50458854,51098747,52268128
pri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3917,8700,11600,20369,33410,60000,287000,329000,367000,580000,813800,1318099,1628161,1646932,1709062,1847927,1993465,2198845,2431512,2543587,2712220,2933988,3049697,3085146,3208824,3204993,95000,175000,3108372,3252176,3389402,3330286,3371969
prk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69261,431919,1700000,2420000,2800000,3240000,0,0,1000000,3606000,3810000,NA,NA
prt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782,6500,12600,37262,340845,663651,1506958,3074633,4671458,6664951,7977537,8670000,10002705,10571100,11447313,12226439,13477414,14049187,11795080,12210377,11917565,11990993,11895627,11714693,101300,173508,12334595,11572085,11764106,11859548,11909751
pry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,15807,32860,84240,231520,435611,820810,1150000,1667018,1770345,1749048,1887000,3232842,4694361,5790759,5618639,5920858,6793703,7053297,7305277,7411986,3390,7660,6529053,7489474,7468275,7439692,NA
pse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,7076,175941,251602,264091,436628,567584,821800,1021481,1314406,1800000,2603582,3134700,3190233,3197550,3531000,0,0,2884964,3713190,3996206,4375502,NA
pyf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,2719,5427,11060,21929,39900,67300,52250,60100,96000,120000,152000,174847,187146,208261,215890,227601,243395,255123,268334,0,0,222827,280111,287839,302673,NA
qat,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3811,4057,4233,18469,28772,43476,65756,84365,120856,177929,266703,376535,490333,716763,919773,1264206,1429486,1948770,2186447,2601210,3310353,3305822,3740469,4289,11533,2302225,3652579,3988562,3945978,3917571
rou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9068,17000,201000,643000,1355500,2499000,3845116,5110591,7039898,10215388,13354138,15991000,20400000,24470000,25100000,24360000,22840000,22910000,22920000,23120000,800,2775,23420000,22900000,22400000,22634000,22671000
rus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,6000,88526,223002,484883,747160,1370630,3263200,7750499,17608756,36135135,73722222,120000000,150674000,171200000,199522340,230050000,237689224,208065063,218300372,221030353,227288088,10000,27744,203751647,229126152,227299663,229431008,239795946
rwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,11000,39000,65000,82391,130720,137271,222978,314201,635137,1322637,2429252,3548761,5690751,6689158,7747019,8759619,0,0,4446194,8921533,8819217,9700609,9658548
sau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14851,15331,15828,16008,190736,332068,627321,836628,1375881,2528640,5007965,7238224,9175764,14164184,19700000,28400000,36000000,44864355,51564375,53000000,53104000,52735000,52796066,15910,15959,54000000,47932521,40210965,41310584,41298629
sdn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,3800,8600,13000,23000,103846,190778,527233,1048558,1827940,4683127,8218092,11991469,15339895,18093231,27658595,27657875,27796611,27938507,0,0,25056185,27807293,28644139,30100412,33014160
sen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1412,6942,27487,87879,250251,301811,553449,782423,1121314,1730106,2982623,3630804,5389133,6901492,8343717,11470646,13133772,14379729,14959477,0,98,9352868,15186485,15758366,16559942,17880594
sgp,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,10827,26295,51728,81906,120000,306000,431010,848600,1094700,1630800,2747400,2991600,3313000,3577000,3990700,4384600,4788600,5924100,6414800,6884800,7384600,8067600,8438100,8103800,8233100,179000,235630,7794300,8460700,8381900,8568400,9076700
slb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,337,658,702,1093,1151,967,999,1060,3000,6000,7000,10900,30000,50000,115500,302147,323105,376696,424712,0,144,274872,416572,465331,482029,478116
sle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11940,26895,67000,113214,NA,NA,NA,776000,1008800,1160000,2000000,2210000,4000000,4756800,5657000,0,0,2137000,6279270,6625000,6355151,6729804
slv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13475,23270,40163,137114,511365,743628,857782,888818,1149790,1832579,2411753,3851611,6137381,6950703,7566245,7700336,8649000,8991899,9193342,9334132,1632,4868,8316150,9637259,9478044,9433495,NA
smr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,900,2340,2279,2350,4980,9580,14503,15854,16759,16900,17085,17150,17390,17500,24402,29949,30587,36000,36780,37600,36624,1300,1900,35465,36570,38000,38500,38750
som,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,85000,100000,200000,500000,500000,550000,600000,627000,641000,648200,2300000,5183000,5500000,5836000,0,0,1800000,6653040,7119000,7653040,NA
srb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4729629,5510690,6643722,8452642,9618767,9912339,9915348,9137894,9198717,9344977,9155664,NA,NA,10182023,9094447,8621771,8431365,8453887
ssd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,2300000,2853228,2876097,2899000,NA,NA,1800000,2700000,2788933,3672871,NA
stp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,4819,7745,11953,18424,30099,50551,80829,102730,122172,125329,128500,184971,0,0,115038,178047,173963,162610,165761
sur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,2416,2258,6007,17500,41048,87000,108363,168522,212819,232785,320000,380000,657106,763912,521166,569069,868600,927800,750458,1078,1382,533522,806881,795871,752270,813844
svk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1537,12315,28658,200140,465364,664072,1243736,2147331,2923383,3678774,4275164,4540374,4893232,6068063,5520043,5497719,5925012,6094466,6208412,6378095,6675553,3125,5946,5983059,6989902,7117753,7241702,7399534
svn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,3500,27301,41205,93611,161606,631411,1215601,1470085,1667234,1739146,1848637,1759232,1819572,1928412,2054899,2100435,2121950,2241160,2283573,2326386,2353926,6500,16332,2168548,2385757,2443172,2465857,2511979
swe,0,0,0,0,0,0,0,0,0,20362,27236,36294,57914,73000,112600,173000,243000,349000,461200,568200,656000,2008000,2492000,3169000,4109000,5126000,6372300,7178000,7949000,8801000,8785000,9104000,9607000,10116852,10014000,10440000,10992407,11848449,12014368,12312533,12638827,774500,1381000,11454252,12543188,12519313,12647103,12678374
swz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,14000,33000,55000,68000,85000,145000,200000,250000,380000,531643,664432,725802,805000,893000,916800,941000,0,0,766540,995000,1052000,NA,NA
sxm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1043,2247,5190,16316,25961,36683,44731,49229,54369,58806,70340,77278,93476,110668,117587,136480,136790,151336,148244,0,0,126594,151857,167282,178946,193672
syr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,30000,200000,400000,1185000,2346000,2950000,4675000,6234682,7056158,10021861,11696000,12980000,12291150,14039749,14312271,0,0,12917000,13349860,15386000,17129676,19387604
tca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,9052,19361,25085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
tcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,22000,34200,65000,123000,210000,466088,918356,1600000,2281320,2875304,4402282,4561243,5251560,5465797,0,0,3665661,5585709,6368600,6984130,7664839
tgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995,7500,17000,50000,95000,165138,243613,332565,433635,708000,1190319,1549542,2187334,2602283,3312239,4262993,4516114,4855206,0,0,2695335,5505424,6069905,6144507,6239183
tha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,5882,17563,39936,63223,123551,250584,1297826,1844627,2203905,1976957,2339401,3056000,7550000,17449890,21616910,26965548,30460238,40125470,52973994,61837164,65952313,71726300,85012000,93849000,97096000,102942000,413557,737283,77449000,119669000,121530000,125098000,129614000
tjk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,320,420,625,1160,1630,13200,47617,135000,265000,2150000,2132770,3673520,4900000,5940842,6528000,7537100,7999100,8489000,0,0,6324000,9400000,9904000,NA,NA
tkm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,3000,4000,7500,8173,8173,9187,50100,105000,216868,381670,1135150,2132890,3197624,5900000,6125300,7206100,7842000,0,0,5300000,8575000,9377000,NA,NA
tls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20058,25722,33072,49100,78215,125002,350891,473020,621000,650000,1375749,1376669,NA,NA,614151,1492124,1556624,1468495,1425256
ton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,302,120,130,140,180,236,3354,11200,16400,29872,30051,46525,50472,53000,54300,56000,57500,68000,73493,0,0,55000,80000,107938,107938,62104
tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,1277,6353,9534,17140,26307,38659,161860,256106,262772,336352,651189,924100,1518800,1509800,1806120,1846345,1894240,1883683,1943873,1980566,2123374,1679,2599,1826200,2165847,2030637,1972595,2163725
tun,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,224,401,636,953,1239,1974,3185,6500,7656,38998,55258,119165,389208,574334,1917530,3735695,5680726,7339047,7842619,8602164,9797026,11114206,12843889,12712365,14283633,14595875,2269,2709,12387656,14282078,14334080,14769594,14771048
tur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,5101,9846,15606,31809,47828,61395,437130,806339,1609809,3506127,8121517,16133405,19572897,23323118,27887535,34707549,43608965,52662700,61975807,65824110,62779554,61769635,67680547,69661108,71888416,73639261,84187,174779,65321745,75061699,77800170,80117999,80790877
tuv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1300,1600,1800,NA,1000,1600,2800,3400,3800,6600,0,0,2130,7600,8000,NA,NA
tza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,9038,20200,37940,50950,110518,275560,606859,1298000,1942000,2964000,5609000,8252000,13006793,17469486,20983853,27219283,27442823,31862656,39665600,0,371,25666455,40044186,39953860,43497261,47685232
